,miniblock,er,sus
0,inanimate6,isanimate5,isanimate8
1,isanimate3,inanimate3,inanimate8
2,inanimate9,isanimate2,scene2
3,inanimate7,inanimate2,scene3
4,scene14,scene1,isanimate7
5,isanimate9,scene13,isanimate0
6,scene2,scene7,inanimate3
7,scene0,isanimate8,isanimate9
8,inanimate5,isanimate4,inanimate9
9,inanimate0,scene16,scene8
10,scene11,scene11,scene18
11,scene16,isanimate1,scene12
12,isanimate8,scene9,scene17
13,inanimate8,isanimate6,inanimate6
14,scene5,scene6,inanimate4
15,isanimate1,isanimate3,scene6
16,isanimate4,scene2,isanimate6
17,isanimate5,scene15,scene13
18,scene12,scene10,scene15
19,scene3,scene5,scene16
20,isanimate7,inanimate9,isanimate3
21,isanimate0,scene3,isanimate2
22,inanimate3,inanimate0,inanimate1
23,scene10,isanimate9,inanimate2
24,inanimate4,inanimate8,scene10
25,scene15,inanimate4,scene4
26,scene19,scene8,isanimate5
27,scene6,scene12,scene0
28,scene13,inanimate5,scene5
29,scene18,scene17,isanimate1
30,scene1,scene18,scene14
31,isanimate2,inanimate1,inanimate5
32,scene17,scene4,scene19
33,isanimate6,isanimate7,scene1
34,scene9,inanimate6,isanimate4
35,scene8,inanimate7,scene11
36,inanimate1,scene14,scene9
37,scene4,isanimate0,inanimate0
38,inanimate2,scene19,scene7
39,scene7,scene0,inanimate7
40,scene19,scene16,scene19
41,isanimate6,scene18,inanimate5
42,scene9,inanimate0,scene6
43,inanimate1,scene5,scene3
44,scene18,scene19,isanimate4
45,inanimate0,isanimate4,isanimate0
46,isanimate3,inanimate3,scene7
47,scene2,isanimate3,isanimate6
48,scene13,scene9,scene9
49,scene11,scene4,scene0
50,scene3,scene17,isanimate5
51,scene8,scene12,scene1
52,scene16,inanimate5,scene8
53,isanimate4,scene3,scene17
54,inanimate9,inanimate7,scene14
55,scene17,isanimate1,inanimate9
56,isanimate7,scene11,inanimate2
57,inanimate8,scene1,inanimate4
58,scene6,scene10,inanimate1
59,scene5,isanimate9,isanimate3
60,scene7,scene15,scene11
61,scene10,isanimate8,scene10
62,isanimate9,scene13,scene12
63,inanimate5,isanimate7,inanimate8
64,scene4,scene7,isanimate2
65,inanimate4,scene0,inanimate0
66,inanimate3,scene14,isanimate7
67,isanimate2,isanimate2,scene16
68,scene12,isanimate0,isanimate9
69,scene1,inanimate1,inanimate3
70,inanimate6,scene2,scene4
71,isanimate5,isanimate6,isanimate1
72,isanimate0,scene6,scene15
73,inanimate7,scene8,inanimate6
74,isanimate8,inanimate8,inanimate7
75,isanimate1,inanimate9,scene2
76,scene14,inanimate2,scene13
77,scene0,inanimate4,isanimate8
78,scene15,inanimate6,scene5
79,inanimate2,isanimate5,scene18
80,scene18,scene11,scene0
81,scene14,inanimate7,scene10
82,isanimate2,scene15,scene4
83,scene11,isanimate1,scene2
84,scene5,scene18,inanimate2
85,inanimate6,inanimate9,scene15
86,scene13,isanimate3,isanimate0
87,inanimate2,scene4,scene18
88,inanimate3,scene8,scene5
89,scene10,isanimate4,inanimate0
90,isanimate7,inanimate1,scene9
91,scene19,scene10,scene3
92,isanimate8,scene9,isanimate5
93,isanimate5,isanimate7,isanimate1
94,scene8,isanimate2,scene14
95,scene3,scene13,inanimate1
96,scene6,isanimate0,isanimate6
97,scene9,scene17,isanimate9
98,scene4,scene5,scene1
99,scene12,scene3,isanimate4
100,scene1,scene16,scene6
101,scene17,inanimate3,isanimate8
102,inanimate9,scene7,scene19
103,inanimate7,scene0,inanimate9
104,inanimate8,inanimate5,inanimate5
105,isanimate1,scene19,isanimate7
106,isanimate9,isanimate8,scene12
107,isanimate6,inanimate8,inanimate8
108,scene2,inanimate2,inanimate4
109,isanimate3,inanimate0,inanimate3
110,inanimate5,scene2,scene16
111,scene0,isanimate6,inanimate6
112,isanimate4,isanimate5,scene8
113,scene15,inanimate4,isanimate3
114,scene7,inanimate6,scene17
115,isanimate0,scene12,scene11
116,inanimate1,isanimate9,scene7
117,scene16,scene1,inanimate7
118,inanimate4,scene14,isanimate2
119,inanimate0,scene6,scene13
120,scene6,scene4,isanimate7
121,isanimate4,scene18,scene1
122,isanimate6,scene10,inanimate4
123,isanimate5,isanimate1,scene6
124,inanimate6,scene12,isanimate6
125,scene1,isanimate0,inanimate9
126,isanimate8,inanimate3,isanimate2
127,scene16,inanimate9,scene15
128,scene0,inanimate0,scene10
129,scene18,inanimate1,scene4
130,inanimate0,scene14,inanimate8
131,scene13,scene3,inanimate1
132,scene19,isanimate4,isanimate4
133,isanimate0,scene11,scene9
134,scene4,isanimate9,scene18
135,scene12,scene7,inanimate6
136,inanimate2,inanimate6,scene12
137,inanimate4,isanimate2,scene14
138,inanimate5,inanimate2,isanimate1
139,inanimate9,scene0,scene13
140,inanimate8,inanimate5,inanimate2
141,scene7,scene5,scene11
142,inanimate7,scene6,inanimate3
143,scene17,inanimate7,isanimate3
144,isanimate7,isanimate8,scene5
145,inanimate1,scene16,scene8
146,scene3,scene2,scene17
147,scene14,scene15,scene2
148,isanimate1,isanimate7,isanimate5
149,isanimate3,scene8,inanimate0
150,isanimate9,inanimate8,isanimate9
151,scene10,scene1,scene7
152,scene9,inanimate4,inanimate5
153,scene11,scene13,inanimate7
154,scene8,isanimate3,scene16
155,scene2,isanimate5,scene3
156,isanimate2,scene17,isanimate0
157,scene15,scene9,isanimate8
158,inanimate3,scene19,scene0
159,scene5,isanimate6,scene19
160,scene2,isanimate2,scene15
161,scene15,inanimate4,scene10
162,scene0,scene3,inanimate0
163,scene19,isanimate4,isanimate2
164,scene11,isanimate8,scene9
165,isanimate5,isanimate3,scene2
166,scene8,inanimate1,inanimate4
167,scene10,scene14,isanimate5
168,scene6,scene18,scene4
169,isanimate2,scene13,isanimate8
170,isanimate1,inanimate8,isanimate0
171,inanimate6,inanimate6,isanimate4
172,inanimate8,inanimate9,scene1
173,isanimate9,scene16,scene16
174,scene1,isanimate5,scene6
175,scene12,inanimate7,inanimate8
176,inanimate0,isanimate7,isanimate7
177,isanimate8,scene15,inanimate2
178,inanimate7,isanimate9,isanimate3
179,scene18,isanimate0,scene8
180,isanimate6,scene12,scene13
181,scene7,scene10,scene17
182,inanimate5,scene1,scene12
183,inanimate4,scene11,scene5
184,scene17,scene7,isanimate6
185,scene4,inanimate5,inanimate5
186,isanimate0,scene0,scene11
187,scene9,scene8,inanimate6
188,inanimate9,inanimate0,inanimate3
189,scene16,scene9,scene14
190,isanimate4,scene4,isanimate1
191,inanimate1,isanimate6,scene18
192,isanimate7,scene5,inanimate7
193,inanimate3,inanimate2,scene3
194,scene3,scene19,inanimate9
195,inanimate2,scene2,scene7
196,scene13,scene6,isanimate9
197,isanimate3,scene17,inanimate1
198,scene14,inanimate3,scene19
199,scene5,isanimate1,scene0
200,isanimate4,scene19,scene16
201,inanimate3,scene10,scene1
202,isanimate3,scene8,scene5
203,scene5,isanimate9,scene10
204,scene12,scene12,isanimate9
205,inanimate5,scene0,scene19
206,scene11,isanimate5,scene2
207,inanimate4,isanimate0,scene6
208,inanimate8,inanimate2,inanimate5
209,scene2,scene9,scene15
210,scene1,scene14,isanimate7
211,scene8,inanimate8,isanimate4
212,scene19,isanimate6,scene18
213,isanimate0,scene15,isanimate6
214,inanimate6,inanimate0,scene0
215,scene6,scene7,scene11
216,isanimate6,scene6,isanimate2
217,scene9,scene11,isanimate0
218,inanimate1,scene18,scene3
219,scene7,isanimate3,inanimate1
220,inanimate7,scene5,isanimate1
221,isanimate7,isanimate4,inanimate0
222,scene13,isanimate1,scene8
223,inanimate0,isanimate2,scene14
224,inanimate2,scene3,scene4
225,scene15,scene13,inanimate9
226,scene4,scene4,scene7
227,scene16,inanimate6,inanimate4
228,inanimate9,scene1,scene12
229,scene18,inanimate9,isanimate3
230,isanimate8,inanimate3,inanimate6
231,isanimate2,inanimate7,scene17
232,isanimate9,isanimate7,scene9
233,scene17,isanimate8,scene13
234,isanimate1,inanimate4,isanimate5
235,scene3,scene2,inanimate3
236,scene10,inanimate1,inanimate8
237,isanimate5,inanimate5,inanimate7
238,scene0,scene17,isanimate8
239,scene14,scene16,inanimate2
