,miniblock,er,sus
0,scene15,scene1,isanimate5
1,scene10,scene17,scene0
2,scene11,isanimate3,isanimate0
3,scene5,scene7,isanimate9
4,inanimate4,inanimate7,scene13
5,scene18,inanimate3,scene6
6,inanimate6,isanimate4,inanimate4
7,scene17,scene14,inanimate8
8,inanimate1,inanimate5,inanimate2
9,isanimate4,isanimate5,inanimate0
10,inanimate0,scene16,inanimate5
11,scene7,scene4,scene2
12,inanimate5,inanimate2,scene4
13,scene16,inanimate6,scene7
14,scene13,scene6,isanimate6
15,inanimate7,inanimate8,scene12
16,scene3,inanimate9,scene1
17,scene6,isanimate9,scene19
18,inanimate3,inanimate4,scene18
19,scene14,scene2,scene16
20,scene1,scene5,scene5
21,scene9,scene3,isanimate3
22,isanimate6,isanimate0,scene15
23,scene19,scene8,isanimate4
24,isanimate1,isanimate2,inanimate6
25,isanimate0,scene0,scene8
26,isanimate5,scene11,scene14
27,isanimate8,scene12,inanimate1
28,isanimate3,isanimate8,inanimate7
29,scene2,scene13,scene3
30,inanimate2,scene18,inanimate3
31,scene12,isanimate7,scene9
32,inanimate9,isanimate6,isanimate1
33,isanimate2,scene10,isanimate7
34,inanimate8,inanimate0,scene10
35,scene8,scene9,inanimate9
36,scene4,scene15,scene17
37,isanimate9,inanimate1,isanimate8
38,scene0,isanimate1,scene11
39,isanimate7,scene19,isanimate2
40,scene9,inanimate3,scene13
41,isanimate1,scene14,inanimate7
42,inanimate7,scene15,scene19
43,isanimate7,scene2,inanimate8
44,inanimate9,isanimate5,isanimate9
45,scene15,inanimate2,scene10
46,inanimate4,isanimate2,scene18
47,scene0,isanimate0,isanimate0
48,scene5,scene3,isanimate1
49,isanimate9,isanimate8,inanimate3
50,isanimate0,inanimate6,scene4
51,scene18,scene0,isanimate2
52,inanimate6,inanimate4,scene6
53,inanimate5,scene8,isanimate5
54,isanimate5,inanimate0,scene8
55,scene12,scene4,isanimate8
56,scene14,scene7,scene9
57,scene17,inanimate8,scene1
58,inanimate8,scene18,inanimate1
59,scene2,isanimate6,isanimate6
60,inanimate0,scene12,inanimate6
61,inanimate1,isanimate9,scene2
62,scene19,scene17,scene12
63,scene6,scene11,scene7
64,isanimate3,inanimate7,inanimate4
65,scene10,inanimate5,scene15
66,isanimate4,scene6,inanimate9
67,inanimate2,scene13,scene16
68,scene11,inanimate9,inanimate5
69,scene3,isanimate7,inanimate2
70,isanimate6,scene16,scene0
71,scene7,isanimate3,scene5
72,scene8,scene1,scene14
73,scene16,scene10,isanimate7
74,scene13,inanimate1,scene17
75,scene1,isanimate4,isanimate3
76,inanimate3,isanimate1,scene11
77,isanimate2,scene5,isanimate4
78,isanimate8,scene9,inanimate0
79,scene4,scene19,scene3
80,scene10,inanimate2,isanimate2
81,isanimate9,isanimate1,inanimate1
82,scene17,scene11,isanimate9
83,scene3,isanimate4,scene12
84,scene19,isanimate0,scene14
85,inanimate7,isanimate9,scene8
86,isanimate6,inanimate9,scene5
87,scene6,isanimate3,isanimate4
88,inanimate4,scene3,scene4
89,inanimate9,inanimate0,scene10
90,inanimate2,scene6,isanimate7
91,inanimate3,inanimate8,scene3
92,inanimate0,scene9,isanimate8
93,inanimate6,scene7,inanimate6
94,scene11,inanimate7,inanimate5
95,scene13,isanimate5,scene7
96,scene8,isanimate7,isanimate5
97,scene5,scene8,isanimate6
98,isanimate5,isanimate2,scene16
99,isanimate8,scene4,isanimate0
100,inanimate1,scene16,inanimate3
101,scene1,inanimate1,scene9
102,isanimate3,inanimate6,scene2
103,scene2,scene15,inanimate0
104,scene12,scene10,scene11
105,isanimate4,scene14,inanimate4
106,isanimate2,isanimate8,inanimate7
107,inanimate5,isanimate6,scene6
108,scene9,scene17,scene17
109,scene16,scene5,scene13
110,scene14,inanimate5,scene19
111,scene18,scene12,inanimate8
112,isanimate1,scene18,scene1
113,scene0,inanimate4,isanimate1
114,inanimate8,scene1,inanimate2
115,scene4,scene19,scene0
116,isanimate0,scene0,isanimate3
117,isanimate7,inanimate3,scene15
118,scene7,scene13,scene18
119,scene15,scene2,inanimate9
120,isanimate1,scene5,inanimate1
121,scene6,scene1,inanimate7
122,inanimate3,isanimate1,inanimate2
123,scene9,scene11,isanimate4
124,inanimate6,scene3,inanimate4
125,isanimate3,scene7,scene9
126,isanimate7,isanimate4,inanimate6
127,scene19,scene9,scene17
128,scene16,scene17,inanimate9
129,isanimate4,scene10,scene16
130,scene8,inanimate1,scene13
131,scene1,isanimate9,inanimate3
132,isanimate2,inanimate4,scene4
133,scene5,isanimate6,scene6
134,scene0,isanimate8,scene3
135,isanimate8,isanimate5,isanimate9
136,inanimate7,scene16,scene11
137,scene14,scene4,scene1
138,scene15,scene0,inanimate5
139,scene3,scene8,isanimate2
140,inanimate5,isanimate0,inanimate8
141,inanimate8,inanimate9,inanimate0
142,isanimate0,inanimate6,scene0
143,inanimate1,inanimate5,scene2
144,scene4,isanimate7,scene19
145,scene13,inanimate7,isanimate6
146,isanimate9,inanimate0,scene12
147,scene12,scene15,isanimate3
148,scene10,scene13,scene14
149,scene2,inanimate2,scene18
150,inanimate0,isanimate2,isanimate7
151,scene18,inanimate8,isanimate8
152,isanimate5,scene2,isanimate1
153,isanimate6,scene14,scene7
154,inanimate2,scene19,isanimate5
155,inanimate4,isanimate3,scene15
156,scene11,scene6,isanimate0
157,scene17,inanimate3,scene10
158,inanimate9,scene18,scene8
159,scene7,scene12,scene5
160,inanimate2,scene18,scene2
161,isanimate4,scene13,isanimate5
162,inanimate4,inanimate3,inanimate9
163,inanimate5,isanimate0,isanimate7
164,scene17,inanimate2,scene14
165,scene18,scene6,scene3
166,scene11,scene7,isanimate2
167,scene4,scene17,scene17
168,scene5,scene5,scene0
169,inanimate8,scene11,inanimate8
170,scene10,isanimate9,isanimate4
171,isanimate0,scene10,scene11
172,scene12,isanimate6,isanimate8
173,inanimate6,inanimate8,isanimate6
174,inanimate1,isanimate8,isanimate3
175,isanimate3,scene12,scene15
176,isanimate2,scene15,scene8
177,inanimate9,inanimate1,scene5
178,scene7,scene0,inanimate2
179,inanimate3,inanimate4,scene19
180,inanimate7,scene19,scene9
181,scene19,scene3,inanimate0
182,isanimate6,scene1,isanimate0
183,scene9,scene16,inanimate7
184,scene15,isanimate7,scene4
185,isanimate5,isanimate1,scene10
186,scene2,scene14,scene18
187,isanimate7,inanimate7,isanimate9
188,scene14,inanimate6,inanimate3
189,scene8,inanimate5,scene7
190,scene13,isanimate3,scene13
191,scene0,isanimate4,scene6
192,isanimate1,inanimate9,inanimate5
193,scene16,scene4,isanimate1
194,scene3,scene8,scene1
195,isanimate8,scene9,scene16
196,inanimate0,isanimate2,scene12
197,isanimate9,scene2,inanimate4
198,scene1,inanimate0,inanimate6
199,scene6,isanimate5,inanimate1
200,scene5,scene6,scene19
201,inanimate1,inanimate7,scene1
202,isanimate2,scene14,scene15
203,inanimate7,scene18,scene11
204,inanimate9,inanimate9,scene7
205,scene10,isanimate2,inanimate4
206,scene3,scene16,scene14
207,scene19,inanimate2,scene3
208,inanimate4,scene10,inanimate7
209,inanimate6,inanimate4,scene10
210,scene15,isanimate0,scene5
211,scene16,scene11,scene2
212,scene13,scene15,scene0
213,scene7,scene3,inanimate9
214,isanimate4,scene17,isanimate6
215,inanimate0,isanimate1,isanimate8
216,inanimate5,inanimate6,inanimate0
217,scene8,isanimate6,scene6
218,scene18,isanimate8,scene9
219,isanimate5,scene7,isanimate4
220,inanimate2,inanimate1,scene18
221,inanimate3,isanimate5,scene4
222,scene0,scene5,inanimate2
223,scene14,scene1,isanimate3
224,isanimate0,inanimate8,scene8
225,inanimate8,scene9,inanimate8
226,scene9,scene13,isanimate5
227,isanimate9,isanimate3,isanimate0
228,scene1,scene19,scene17
229,isanimate8,isanimate4,isanimate2
230,scene2,inanimate0,scene12
231,scene4,inanimate3,inanimate3
232,scene17,isanimate9,isanimate9
233,scene6,isanimate7,isanimate7
234,isanimate1,scene0,scene13
235,isanimate7,scene4,inanimate1
236,scene11,scene8,inanimate6
237,isanimate6,inanimate5,inanimate5
238,scene12,scene2,scene16
239,isanimate3,scene12,isanimate1
